Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45.3        |
|    ep_rew_mean          | -237        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 145         |
|    time_elapsed         | 64460       |
|    total_timesteps      | 18560       |
| train/                  |             |
|    adaptive_beta        | 0.429       |
|    approx_kl            | 0.008470152 |
|    clip_fraction        | 0.0375      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.25e+03    |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.0382     |
|    value_loss           | 2.79e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45           |
|    ep_rew_mean          | -236         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 146          |
|    time_elapsed         | 64724        |
|    total_timesteps      | 18688        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0063573853 |
|    clip_fraction        | 0.0133       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -3.58e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.43e+03     |
|    n_updates            | 1450         |
|    policy_gradient_loss | -0.0329      |
|    value_loss           | 3.15e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 45.2       |
|    ep_rew_mean          | -237       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 147        |
|    time_elapsed         | 65000      |
|    total_timesteps      | 18816      |
| train/                  |            |
|    adaptive_beta        | 0.429      |
|    approx_kl            | 0.09087428 |
|    clip_fraction        | 0.493      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -1.31e-06  |
|    learning_rate        | 0.0003     |
|    loss                 | 588        |
|    n_updates            | 1460       |
|    policy_gradient_loss | -0.109     |
|    value_loss           | 1.28e+03   |
----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 281          |
|    mean_reward          | -55.1        |
| time/                   |              |
|    total_timesteps      | 18944        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0034888303 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.09e+03     |
|    n_updates            | 1470         |
|    policy_gradient_loss | -0.00927     |
|    value_loss           | 4.13e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 45.1     |
|    ep_rew_mean     | -238     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 148      |
|    time_elapsed    | 66006    |
|    total_timesteps | 18944    |
| train/             |          |
|    adaptive_beta   | 0.429    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.3         |
|    ep_rew_mean          | -240         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 149          |
|    time_elapsed         | 66283        |
|    total_timesteps      | 19072        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0023753517 |
|    clip_fraction        | 0.00469      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.8e+03      |
|    n_updates            | 1480         |
|    policy_gradient_loss | -0.0187      |
|    value_loss           | 4.02e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 44.6         |
|    ep_rew_mean          | -235         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 150          |
|    time_elapsed         | 66568        |
|    total_timesteps      | 19200        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0047694067 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.68e+03     |
|    n_updates            | 1490         |
|    policy_gradient_loss | -0.0273      |
|    value_loss           | 3.64e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 44.9       |
|    ep_rew_mean          | -238       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 151        |
|    time_elapsed         | 66842      |
|    total_timesteps      | 19328      |
| train/                  |            |
|    adaptive_beta        | 0.429      |
|    approx_kl            | 0.01037926 |
|    clip_fraction        | 0.0453     |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -7.15e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.68e+03   |
|    n_updates            | 1500       |
|    policy_gradient_loss | -0.0424    |
|    value_loss           | 3.09e+03   |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 315         |
|    mean_reward          | -78.1       |
| time/                   |             |
|    total_timesteps      | 19456       |
| train/                  |             |
|    adaptive_beta        | 0.429       |
|    approx_kl            | 0.009541823 |
|    clip_fraction        | 0.0289      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -8.34e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2e+03     |
|    n_updates            | 1510        |
|    policy_gradient_loss | -0.0324     |
|    value_loss           | 2.42e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 43.6     |
|    ep_rew_mean     | -232     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 152      |
|    time_elapsed    | 67820    |
|    total_timesteps | 19456    |
| train/             |          |
|    adaptive_beta   | 0.429    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 44.4        |
|    ep_rew_mean          | -235        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 153         |
|    time_elapsed         | 68082       |
|    total_timesteps      | 19584       |
| train/                  |             |
|    adaptive_beta        | 0.429       |
|    approx_kl            | 0.010277671 |
|    clip_fraction        | 0.0422      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -7.15e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.06e+03    |
|    n_updates            | 1520        |
|    policy_gradient_loss | -0.0461     |
|    value_loss           | 2.3e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.9         |
|    ep_rew_mean          | -231         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 154          |
|    time_elapsed         | 68335        |
|    total_timesteps      | 19712        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0078152865 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.54e+03     |
|    n_updates            | 1530         |
|    policy_gradient_loss | -0.0393      |
|    value_loss           | 2.86e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.7        |
|    ep_rew_mean          | -230        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 155         |
|    time_elapsed         | 68613       |
|    total_timesteps      | 19840       |
| train/                  |             |
|    adaptive_beta        | 0.429       |
|    approx_kl            | 0.007792575 |
|    clip_fraction        | 0.0266      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -7.15e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.32e+03    |
|    n_updates            | 1540        |
|    policy_gradient_loss | -0.0335     |
|    value_loss           | 2.74e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 169          |
|    mean_reward          | -31.9        |
| time/                   |              |
|    total_timesteps      | 19968        |
| train/                  |              |
|    adaptive_beta        | 0.429        |
|    approx_kl            | 0.0064467317 |
|    clip_fraction        | 0.018        |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -4.77e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.34e+03     |
|    n_updates            | 1550         |
|    policy_gradient_loss | -0.0352      |
|    value_loss           | 2.89e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 43.7     |
|    ep_rew_mean     | -229     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 156      |
|    time_elapsed    | 69278    |
|    total_timesteps | 19968    |
| train/             |          |
|    adaptive_beta   | 0.429    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.1        |
|    ep_rew_mean          | -226        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 157         |
|    time_elapsed         | 69595       |
|    total_timesteps      | 20096       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.024272852 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 743         |
|    n_updates            | 1560        |
|    policy_gradient_loss | -0.0683     |
|    value_loss           | 1.35e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.5        |
|    ep_rew_mean          | -223        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 158         |
|    time_elapsed         | 69871       |
|    total_timesteps      | 20224       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.008822391 |
|    clip_fraction        | 0.0273      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.65e+03    |
|    n_updates            | 1570        |
|    policy_gradient_loss | -0.0348     |
|    value_loss           | 3.29e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.5        |
|    ep_rew_mean          | -222        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 159         |
|    time_elapsed         | 70130       |
|    total_timesteps      | 20352       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.009468369 |
|    clip_fraction        | 0.0375      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -5.96e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.26e+03    |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.0454     |
|    value_loss           | 2.46e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 65           |
|    mean_reward          | -64.2        |
| time/                   |              |
|    total_timesteps      | 20480        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0072545083 |
|    clip_fraction        | 0.0203       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.82e+03     |
|    n_updates            | 1590         |
|    policy_gradient_loss | -0.0353      |
|    value_loss           | 3.85e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 42.6     |
|    ep_rew_mean     | -223     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 160      |
|    time_elapsed    | 70931    |
|    total_timesteps | 20480    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.6        |
|    ep_rew_mean          | -225        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 161         |
|    time_elapsed         | 71202       |
|    total_timesteps      | 20608       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.004552835 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -8.34e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.89e+03    |
|    n_updates            | 1600        |
|    policy_gradient_loss | -0.0275     |
|    value_loss           | 3.63e+03    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 41.5      |
|    ep_rew_mean          | -219      |
| time/                   |           |
|    fps                  | 0         |
|    iterations           | 162       |
|    time_elapsed         | 71470     |
|    total_timesteps      | 20736     |
| train/                  |           |
|    adaptive_beta        | 0.407     |
|    approx_kl            | 0.0232182 |
|    clip_fraction        | 0.149     |
|    clip_range           | 0.2       |
|    entropy_loss         | -10.3     |
|    explained_variance   | -2.38e-07 |
|    learning_rate        | 0.0003    |
|    loss                 | 1.02e+03  |
|    n_updates            | 1610      |
|    policy_gradient_loss | -0.0622   |
|    value_loss           | 2.2e+03   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 41.5       |
|    ep_rew_mean          | -220       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 163        |
|    time_elapsed         | 71747      |
|    total_timesteps      | 20864      |
| train/                  |            |
|    adaptive_beta        | 0.407      |
|    approx_kl            | 0.01227219 |
|    clip_fraction        | 0.0563     |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -5.96e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 841        |
|    n_updates            | 1620       |
|    policy_gradient_loss | -0.0432    |
|    value_loss           | 2.03e+03   |
----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 100          |
|    mean_reward          | -158         |
| time/                   |              |
|    total_timesteps      | 20992        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0074941725 |
|    clip_fraction        | 0.0203       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.07e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.19e+03     |
|    n_updates            | 1630         |
|    policy_gradient_loss | -0.0378      |
|    value_loss           | 2.4e+03      |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 40.2     |
|    ep_rew_mean     | -212     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 164      |
|    time_elapsed    | 72805    |
|    total_timesteps | 20992    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.1        |
|    ep_rew_mean          | -209        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 165         |
|    time_elapsed         | 73065       |
|    total_timesteps      | 21120       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.044026166 |
|    clip_fraction        | 0.304       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | -5.96e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 940         |
|    n_updates            | 1640        |
|    policy_gradient_loss | -0.0918     |
|    value_loss           | 1.95e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.9        |
|    ep_rew_mean          | -208        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 166         |
|    time_elapsed         | 73333       |
|    total_timesteps      | 21248       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.030862197 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -8.34e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.19e+03    |
|    n_updates            | 1650        |
|    policy_gradient_loss | -0.0717     |
|    value_loss           | 2.34e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.5        |
|    ep_rew_mean          | -206        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 167         |
|    time_elapsed         | 73596       |
|    total_timesteps      | 21376       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.013347991 |
|    clip_fraction        | 0.0656      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | -5.96e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.38e+03    |
|    n_updates            | 1660        |
|    policy_gradient_loss | -0.0475     |
|    value_loss           | 2.6e+03     |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 395         |
|    mean_reward          | -86.3       |
| time/                   |             |
|    total_timesteps      | 21504       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.008077854 |
|    clip_fraction        | 0.0242      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | -3.58e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21e+03    |
|    n_updates            | 1670        |
|    policy_gradient_loss | -0.0353     |
|    value_loss           | 2.11e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 38.3     |
|    ep_rew_mean     | -199     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 168      |
|    time_elapsed    | 74779    |
|    total_timesteps | 21504    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 38         |
|    ep_rew_mean          | -197       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 169        |
|    time_elapsed         | 75039      |
|    total_timesteps      | 21632      |
| train/                  |            |
|    adaptive_beta        | 0.407      |
|    approx_kl            | 0.13819045 |
|    clip_fraction        | 0.527      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.2      |
|    explained_variance   | -5.96e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.17e+03   |
|    n_updates            | 1680       |
|    policy_gradient_loss | -0.102     |
|    value_loss           | 2.43e+03   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 38.3       |
|    ep_rew_mean          | -198       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 170        |
|    time_elapsed         | 75306      |
|    total_timesteps      | 21760      |
| train/                  |            |
|    adaptive_beta        | 0.407      |
|    approx_kl            | 0.01051344 |
|    clip_fraction        | 0.0742     |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -4.77e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.63e+03   |
|    n_updates            | 1690       |
|    policy_gradient_loss | -0.022     |
|    value_loss           | 3.21e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39           |
|    ep_rew_mean          | -203         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 171          |
|    time_elapsed         | 75562        |
|    total_timesteps      | 21888        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0024170908 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.49e+03     |
|    n_updates            | 1700         |
|    policy_gradient_loss | -0.0226      |
|    value_loss           | 3.22e+03     |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -152        |
| time/                   |             |
|    total_timesteps      | 22016       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.003401978 |
|    clip_fraction        | 0.00391     |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.87e+03    |
|    n_updates            | 1710        |
|    policy_gradient_loss | -0.0242     |
|    value_loss           | 3.07e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 39.8     |
|    ep_rew_mean     | -208     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 172      |
|    time_elapsed    | 76686    |
|    total_timesteps | 22016    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.8         |
|    ep_rew_mean          | -208         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 173          |
|    time_elapsed         | 76957        |
|    total_timesteps      | 22144        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0037074126 |
|    clip_fraction        | 0.00234      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.22e+03     |
|    n_updates            | 1720         |
|    policy_gradient_loss | -0.0255      |
|    value_loss           | 2.86e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 40.4         |
|    ep_rew_mean          | -209         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 174          |
|    time_elapsed         | 77229        |
|    total_timesteps      | 22272        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0025554402 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -3.58e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.12e+03     |
|    n_updates            | 1730         |
|    policy_gradient_loss | -0.019       |
|    value_loss           | 2.46e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.8        |
|    ep_rew_mean          | -211        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 175         |
|    time_elapsed         | 77502       |
|    total_timesteps      | 22400       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.004119687 |
|    clip_fraction        | 0.0172      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.31e+03    |
|    n_updates            | 1740        |
|    policy_gradient_loss | -0.0285     |
|    value_loss           | 2.45e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 400          |
|    mean_reward          | -153         |
| time/                   |              |
|    total_timesteps      | 22528        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0022756197 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.57e+03     |
|    n_updates            | 1750         |
|    policy_gradient_loss | -0.0212      |
|    value_loss           | 3.09e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 42.3     |
|    ep_rew_mean     | -219     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 176      |
|    time_elapsed    | 78686    |
|    total_timesteps | 22528    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.3        |
|    ep_rew_mean          | -219        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 177         |
|    time_elapsed         | 78953       |
|    total_timesteps      | 22656       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.008264254 |
|    clip_fraction        | 0.0281      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.08e+03    |
|    n_updates            | 1760        |
|    policy_gradient_loss | -0.0344     |
|    value_loss           | 2.11e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43           |
|    ep_rew_mean          | -223         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 178          |
|    time_elapsed         | 79228        |
|    total_timesteps      | 22784        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0021150345 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.85e+03     |
|    n_updates            | 1770         |
|    policy_gradient_loss | -0.0154      |
|    value_loss           | 3.55e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 42.4       |
|    ep_rew_mean          | -219       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 179        |
|    time_elapsed         | 79509      |
|    total_timesteps      | 22912      |
| train/                  |            |
|    adaptive_beta        | 0.407      |
|    approx_kl            | 0.01356021 |
|    clip_fraction        | 0.0648     |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 979        |
|    n_updates            | 1780       |
|    policy_gradient_loss | -0.0519    |
|    value_loss           | 1.96e+03   |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 214         |
|    mean_reward          | -78.8       |
| time/                   |             |
|    total_timesteps      | 23040       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.004092298 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -3.58e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.34e+03    |
|    n_updates            | 1790        |
|    policy_gradient_loss | -0.0274     |
|    value_loss           | 2.71e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 43.1     |
|    ep_rew_mean     | -223     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 180      |
|    time_elapsed    | 80617    |
|    total_timesteps | 23040    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.3         |
|    ep_rew_mean          | -224         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 181          |
|    time_elapsed         | 80905        |
|    total_timesteps      | 23168        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0038598864 |
|    clip_fraction        | 0.0109       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -5.96e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.64e+03     |
|    n_updates            | 1800         |
|    policy_gradient_loss | -0.0273      |
|    value_loss           | 3.18e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.8        |
|    ep_rew_mean          | -219        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 182         |
|    time_elapsed         | 81165       |
|    total_timesteps      | 23296       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.002418493 |
|    clip_fraction        | 0.00313     |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.49e+03    |
|    n_updates            | 1810        |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 2.93e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.4        |
|    ep_rew_mean          | -217        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 183         |
|    time_elapsed         | 81415       |
|    total_timesteps      | 23424       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.009483285 |
|    clip_fraction        | 0.0398      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.02e+03    |
|    n_updates            | 1820        |
|    policy_gradient_loss | -0.0412     |
|    value_loss           | 2.21e+03    |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 26.6        |
|    mean_reward          | -29.3       |
| time/                   |             |
|    total_timesteps      | 23552       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.006376008 |
|    clip_fraction        | 0.0141      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 860         |
|    n_updates            | 1830        |
|    policy_gradient_loss | -0.0343     |
|    value_loss           | 1.89e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 42.5     |
|    ep_rew_mean     | -216     |
